ECGTE - Environmental Taxes,ECGTE - Environmental Taxes,ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEP - Taxes on Pollution,ECGTEP - Taxes on Pollution,ECGTER - Taxes on Resources,ECGTER - Taxes on Resources,ECGTET - Taxes on Transport (Excluding Fuel for Transport),ECGTET - Taxes on Transport (Excluding Fuel for Transport)
Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
659 590 000.00,0.1700%,456 000 000.00,0.1200%,0.00,0.0000%,0.00,0.0000%,203 590 000.00,0.0500%
1 059 080 000.00,0.2500%,852 320 000.00,0.2000%,0.00,0.0000%,0.00,0.0000%,206 760 000.00,0.0500%
961 200 000.00,0.2000%,754 780 000.00,0.1600%,0.00,0.0000%,0.00,0.0000%,206 410 000.00,0.0400%
1 211 660 000.00,0.2300%,817 590 000.00,0.1500%,0.00,0.0000%,0.00,0.0000%,394 070 000.00,0.0700%
2 197 180 000.00,0.3600%,1 640 810 000.00,0.2700%,0.00,0.0000%,0.00,0.0000%,556 370 000.00,0.0900%
2 933 780 000.00,0.3900%,1 959 380 000.00,0.2600%,0.00,0.0000%,0.00,0.0000%,974 400 000.00,0.1300%
2 597 900 000.00,0.2900%,1 487 200 000.00,0.1700%,0.00,0.0000%,0.00,0.0000%,1 110 700 000.00,0.1200%
8 595 800 000.00,0.8300%,6 990 600 000.00,0.6700%,0.00,0.0000%,0.00,0.0000%,1 605 200 000.00,0.1500%
9 400 400 000.00,0.7800%,7 563 300 000.00,0.6300%,0.00,0.0000%,0.00,0.0000%,1 837 100 000.00,0.1500%
9 905 700 000.00,0.7200%,8 093 200 000.00,0.5900%,0.00,0.0000%,0.00,0.0000%,1 812 500 000.00,0.1300%
11 113 100 000.00,0.6600%,9 120 100 000.00,0.5500%,0.00,0.0000%,0.00,0.0000%,1 993 000 000.00,0.1200%
14 345 300 000.00,0.7700%,12 328 400 000.00,0.6600%,0.00,0.0000%,0.00,0.0000%,2 016 900 000.00,0.1100%
6 213 000 000.00,0.2900%,3 934 400 000.00,0.1900%,0.00,0.0000%,0.00,0.0000%,2 278 600 000.00,0.1100%
14 845 000 000.00,0.6100%,12 003 600 000.00,0.4900%,0.00,0.0000%,0.00,0.0000%,2 841 400 000.00,0.1200%
15 928 000 000.00,0.5900%,13 181 100 000.00,0.4900%,0.00,0.0000%,0.00,0.0000%,2 746 900 000.00,0.1000%
35 559 300 000.00,1.0200%,33 071 900 000.00,0.9500%,0.00,0.0000%,0.00,0.0000%,2 487 400 000.00,0.0700%
43 947 600 000.00,0.9900%,40 470 400 000.00,0.9100%,0.00,0.0000%,0.00,0.0000%,3 477 200 000.00,0.0800%
47 185 600 000.00,0.8900%,41 484 000 000.00,0.7800%,0.00,0.0000%,0.00,0.0000%,5 701 600 000.00,0.1100%
33 387 700 000.00,0.5700%,27 598 500 000.00,0.4700%,0.00,0.0000%,0.00,0.0000%,5 789 200 000.00,0.1000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
126 623 000.00,0.5402%,7 100 000.00,0.0303%,0.00,0.0000%,0.00,0.0000%,119 523 000.00,0.5099%
137 531 000.00,0.5685%,8 900 000.00,0.0368%,0.00,0.0000%,0.00,0.0000%,128 631 000.00,0.5317%
141 611 000.00,0.5669%,7 900 000.00,0.0316%,0.00,0.0000%,0.00,0.0000%,133 711 000.00,0.5353%
146 733 000.00,0.5639%,7 300 000.00,0.0281%,0.00,0.0000%,0.00,0.0000%,139 433 000.00,0.5359%
152 300 000.00,0.5666%,7 900 000.00,0.0294%,0.00,0.0000%,0.00,0.0000%,144 400 000.00,0.5372%
19 804 000 000.00,0.2540%,8 808 000 000.00,0.1130%,0.00,0.0000%,10 996 000 000.00,0.1411%,0.00,0.0000%
16 694 000 000.00,0.2506%,6 570 000 000.00,0.0986%,0.00,0.0000%,10 124 000 000.00,0.1520%,0.00,0.0000%
18 575 000 000.00,0.2622%,5 135 000 000.00,0.0725%,0.00,0.0000%,13 440 000 000.00,0.1897%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,0.00,0.0000%
25 410 000.00,0.8900%,15 510 000.00,0.5400%,2 260 000.00,0.0800%,2 090 000.00,0.0700%,5 550 000.00,0.1900%
52 530 000.00,1.4300%,37 910 000.00,1.0300%,2 620 000.00,0.0700%,2 930 000.00,0.0800%,9 070 000.00,0.2500%
69 740 000.00,1.5300%,53 460 000.00,1.1700%,4 290 000.00,0.0900%,3 300 000.00,0.0700%,8 690 000.00,0.1900%
97 390 000.00,1.9100%,80 270 000.00,1.5700%,4 870 000.00,0.1000%,3 360 000.00,0.0700%,8 890 000.00,0.1700%
91 540 000.00,1.6900%,72 520 000.00,1.3400%,4 340 000.00,0.0800%,4 170 000.00,0.0800%,10 510 000.00,0.1900%
104 400 000.00,1.6900%,76 060 000.00,1.2300%,9 960 000.00,0.1600%,5 140 000.00,0.0800%,13 240 000.00,0.2200%
148 540 000.00,2.1300%,111 390 000.00,1.5900%,14 400 000.00,0.2100%,7 960 000.00,0.1100%,14 790 000.00,0.2100%
156 330 000.00,2.0000%,116 690 000.00,1.4900%,16 510 000.00,0.2100%,7 350 000.00,0.0900%,15 780 000.00,0.2000%
166 240 000.00,1.9000%,133 900 000.00,1.5300%,20 000 000.00,0.2300%,8 140 000.00,0.0900%,4 200 000.00,0.0500%
205 900 000.00,2.1100%,173 760 000.00,1.7800%,15 880 000.00,0.1600%,8 750 000.00,0.0900%,7 510 000.00,0.0800%
258 530 000.00,2.2800%,215 880 000.00,1.9000%,24 850 000.00,0.2200%,8 720 000.00,0.0800%,9 080 000.00,0.0800%
298 530 000.00,2.2000%,243 110 000.00,1.7900%,34 760 000.00,0.2600%,10 410 000.00,0.0800%,10 250 000.00,0.0800%
358 630 000.00,2.1900%,291 620 000.00,1.7800%,43 980 000.00,0.2700%,12 120 000.00,0.0700%,10 910 000.00,0.0700%
383 000 000.00,2.3100%,317 970 000.00,1.9100%,42 990 000.00,0.2600%,13 100 000.00,0.0800%,8 940 000.00,0.0500%
418 620 000.00,2.9600%,355 970 000.00,2.5200%,41 280 000.00,0.2900%,13 720 000.00,0.1000%,7 650 000.00,0.0500%
434 110 000.00,2.9500%,378 950 000.00,2.5700%,30 910 000.00,0.2100%,15 580 000.00,0.1100%,8 670 000.00,0.0600%
456 820 000.00,2.7400%,395 740 000.00,2.3700%,34 410 000.00,0.2100%,15 890 000.00,0.1000%,10 780 000.00,0.0700%
492 230 000.00,2.7500%,431 910 000.00,2.4100%,31 480 000.00,0.1800%,16 800 000.00,0.0900%,12 040 000.00,0.0700%
487 510 000.00,2.5800%,420 940 000.00,2.2300%,37 060 000.00,0.2000%,17 090 000.00,0.0900%,12 420 000.00,0.0700%
535 940 000.00,2.6700%,463 780 000.00,2.3100%,44 220 000.00,0.2200%,15 150 000.00,0.0800%,12 790 000.00,0.0600%
565 780 000.00,2.7400%,491 230 000.00,2.3800%,44 930 000.00,0.2200%,15 610 000.00,0.0800%,14 010 000.00,0.0700%
648 350 000.00,2.9800%,567 280 000.00,2.6100%,50 150 000.00,0.2300%,16 640 000.00,0.0800%,14 280 000.00,0.0700%
684 130 000.00,2.8700%,599 290 000.00,2.5100%,52 730 000.00,0.2200%,17 630 000.00,0.0700%,14 480 000.00,0.0600%
711 790 000.00,2.7500%,623 730 000.00,2.4000%,54 530 000.00,0.2100%,18 750 000.00,0.0700%,14 780 000.00,0.0600%
892 560 000.00,3.2200%,817 060 000.00,2.9400%,44 280 000.00,0.1600%,16 190 000.00,0.0600%,15 030 000.00,0.0500%
664 750 000.00,2.4200%,601 640 000.00,2.1900%,29 330 000.00,0.1100%,20 740 000.00,0.0800%,13 040 000.00,0.0500%
739 580 000.00,2.3500%,662 630 000.00,2.1100%,31 840 000.00,0.1000%,30 280 000.00,0.1000%,14 830 000.00,0.0500%
45 890 000.00,0.7500%,40 110 000.00,0.6500%,0.00,0.0000%,0.00,0.0000%,5 780 000.00,0.0900%
44 210 000.00,0.6400%,36 970 000.00,0.5400%,0.00,0.0000%,0.00,0.0000%,7 240 000.00,0.1100%
49 720 000.00,0.6300%,42 270 000.00,0.5300%,0.00,0.0000%,0.00,0.0000%,7 450 000.00,0.0900%
72 800 000.00,0.8400%,64 880 000.00,0.7400%,0.00,0.0000%,0.00,0.0000%,7 920 000.00,0.0900%
70 360 000.00,0.7400%,61 080 000.00,0.6500%,0.00,0.0000%,0.00,0.0000%,9 280 000.00,0.1000%
83 880 000.00,0.7000%,75 420 000.00,0.6300%,0.00,0.0000%,0.00,0.0000%,8 460 000.00,0.0700%
98 970 000.00,0.7500%,90 810 000.00,0.6800%,0.00,0.0000%,0.00,0.0000%,8 160 000.00,0.0600%
90 440 000.00,0.6000%,81 870 000.00,0.5400%,0.00,0.0000%,0.00,0.0000%,8 560 000.00,0.0600%
90 110 000.00,0.5400%,80 330 000.00,0.4800%,0.00,0.0000%,0.00,0.0000%,9 770 000.00,0.0600%
88 540 000.00,0.5000%,76 630 000.00,0.4300%,0.00,0.0000%,0.00,0.0000%,11 900 000.00,0.0700%
78 810 000.00,0.3900%,73 380 000.00,0.3600%,0.00,0.0000%,10 000.00,0.0000%,5 420 000.00,0.0300%
105 350 000.00,0.4700%,90 290 000.00,0.4100%,0.00,0.0000%,10 000.00,0.0000%,15 060 000.00,0.0700%
96 070 000.00,0.3900%,62 790 000.00,0.2600%,0.00,0.0000%,10 000.00,0.0000%,33 260 000.00,0.1400%
108 920 000.00,0.4000%,73 950 000.00,0.2700%,0.00,0.0000%,0.00,0.0000%,34 970 000.00,0.1300%
129 120 000.00,0.4300%,91 300 000.00,0.3000%,0.00,0.0000%,10 000.00,0.0000%,37 810 000.00,0.1300%
182 370 000.00,0.5600%,147 560 000.00,0.4500%,0.00,0.0000%,0.00,0.0000%,34 810 000.00,0.1100%
246 210 000.00,0.7000%,206 030 000.00,0.5900%,0.00,0.0000%,0.00,0.0000%,40 180 000.00,0.1200%
420 950 000.00,1.0500%,381 460 000.00,0.9500%,0.00,0.0000%,0.00,0.0000%,39 490 000.00,0.1000%
591 790 000.00,1.3300%,549 430 000.00,1.2400%,0.00,0.0000%,0.00,0.0000%,42 370 000.00,0.1000%
617 790 000.00,1.2900%,572 990 000.00,1.1900%,0.00,0.0000%,0.00,0.0000%,44 790 000.00,0.0900%
712 820 000.00,1.3800%,666 810 000.00,1.2900%,0.00,0.0000%,0.00,0.0000%,46 010 000.00,0.0900%
780 450 000.00,1.3900%,732 280 000.00,1.3100%,0.00,0.0000%,0.00,0.0000%,48 160 000.00,0.0900%
1 054 850 000.00,1.8000%,1 004 630 000.00,1.7100%,0.00,0.0000%,0.00,0.0000%,50 220 000.00,0.0900%
1 103 990 000.00,1.7900%,1 050 340 000.00,1.7000%,0.00,0.0000%,0.00,0.0000%,53 660 000.00,0.0900%
1 280 210 000.00,1.9700%,1 201 970 000.00,1.8500%,0.00,0.0000%,0.00,0.0000%,78 250 000.00,0.1200%
1 334 520 000.00,2.0400%,1 261 260 000.00,1.9200%,0.00,0.0000%,0.00,0.0000%,73 250 000.00,0.1100%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,nan,nan%
20 000.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,20 000.00,0.0000%
60 330 000.00,0.8900%,0.00,0.0000%,0.00,0.0000%,1 030 000.00,0.0200%,59 300 000.00,0.8800%
101 100 000.00,1.4200%,0.00,0.0000%,0.00,0.0000%,1 490 000.00,0.0200%,99 610 000.00,1.4000%
95 680 000.00,1.2400%,0.00,0.0000%,0.00,0.0000%,370 000.00,0.0100%,95 310 000.00,1.2400%
125 830 000.00,1.3700%,0.00,0.0000%,0.00,0.0000%,440 000.00,0.0100%,125 390 000.00,1.3700%
137 770 000.00,1.4000%,0.00,0.0000%,0.00,0.0000%,100 000.00,0.0000%,137 670 000.00,1.4000%
146 440 000.00,1.4200%,0.00,0.0000%,0.00,0.0000%,130 000.00,0.0000%,146 310 000.00,1.4200%
147 090 000.00,1.3300%,0.00,0.0000%,0.00,0.0000%,50 000.00,0.0000%,147 040 000.00,1.3300%
151 260 000.00,1.3000%,0.00,0.0000%,nan,nan%,120 000.00,0.0000%,151 150 000.00,1.3000%
153 850 000.00,1.3000%,0.00,0.0000%,nan,nan%,20 000.00,0.0000%,153 830 000.00,1.3000%
38 590 000.00,0.4000%,0.00,0.0000%,nan,nan%,20 000.00,0.0000%,38 580 000.00,0.4000%
nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%,nan,nan%
2 850 640 000.00,2.8900%,2 055 700 000.00,2.0900%,43 540 000.00,0.0400%,16 600 000.00,0.0200%,734 800 000.00,0.7500%
3 069 440 000.00,3.0100%,2 116 000 000.00,2.0700%,36 440 000.00,0.0400%,16 200 000.00,0.0200%,900 800 000.00,0.8800%
3 585 540 000.00,3.2400%,2 488 600 000.00,2.2500%,51 840 000.00,0.0500%,16 500 000.00,0.0200%,1 028 600 000.00,0.9300%
3 868 340 000.00,3.2100%,2 562 600 000.00,2.1300%,63 140 000.00,0.0500%,14 300 000.00,0.0100%,1 228 300 000.00,1.0200%
4 173 840 000.00,3.2900%,2 715 000 000.00,2.1400%,69 940 000.00,0.0600%,15 300 000.00,0.0100%,1 373 600 000.00,1.0800%
4 136 350 000.00,3.0300%,2 634 000 000.00,1.9300%,68 440 000.00,0.0500%,16 700 000.00,0.0100%,1 417 210 000.00,1.0400%
4 104 880 000.00,2.8400%,2 727 000 000.00,1.8900%,69 170 000.00,0.0500%,18 500 000.00,0.0100%,1 290 210 000.00,0.8900%
4 349 590 000.00,2.9300%,2 856 660 000.00,1.9200%,66 870 000.00,0.0500%,20 500 000.00,0.0100%,1 405 560 000.00,0.9500%
4 577 880 000.00,3.0200%,2 891 000 000.00,1.9100%,101 670 000.00,0.0700%,20 700 000.00,0.0100%,1 564 510 000.00,1.0300%
5 089 910 000.00,3.2100%,2 966 000 000.00,1.8700%,107 270 000.00,0.0700%,20 600 000.00,0.0100%,1 996 040 000.00,1.2600%
4 972 630 000.00,3.0200%,2 935 000 000.00,1.7800%,85 230 000.00,0.0500%,20 600 000.00,0.0100%,1 931 800 000.00,1.1700%
5 116 630 000.00,2.9600%,2 994 000 000.00,1.7300%,96 030 000.00,0.0600%,20 900 000.00,0.0100%,2 005 700 000.00,1.1600%
5 062 410 000.00,2.7100%,2 969 000 000.00,1.5900%,108 810 000.00,0.0600%,17 500 000.00,0.0100%,1 967 100 000.00,1.0500%
5 114 730 000.00,2.6300%,3 223 000 000.00,1.6600%,79 130 000.00,0.0400%,22 800 000.00,0.0100%,1 789 800 000.00,0.9200%
4 658 850 000.00,2.5600%,3 110 000 000.00,1.7100%,67 430 000.00,0.0400%,22 920 000.00,0.0100%,1 458 500 000.00,0.8000%
5 091 290 000.00,2.7100%,3 242 000 000.00,1.7200%,66 860 000.00,0.0400%,23 420 000.00,0.0100%,1 759 000 000.00,0.9400%
6 029 770 000.00,3.0500%,3 952 000 000.00,2.0000%,92 030 000.00,0.0500%,24 000 000.00,0.0100%,1 961 740 000.00,0.9900%
6 039 390 000.00,3.0000%,4 031 000 000.00,2.0100%,84 020 000.00,0.0400%,23 000 000.00,0.0100%,1 901 370 000.00,0.9500%
6 044 280 000.00,2.9600%,4 002 000 000.00,1.9600%,84 350 000.00,0.0400%,23 000 000.00,0.0100%,1 934 930 000.00,0.9500%
6 054 050 000.00,2.9300%,4 026 000 000.00,1.9500%,70 460 000.00,0.0300%,23 000 000.00,0.0100%,1 934 590 000.00,0.9400%
6 179 970 000.00,2.9200%,4 191 000 000.00,1.9800%,60 810 000.00,0.0300%,22 000 000.00,0.0100%,1 906 160 000.00,0.9000%
6 761 160 000.00,3.1100%,4 562 000 000.00,2.1000%,40 000 000.00,0.0200%,23 000 000.00,0.0100%,2 136 160 000.00,0.9800%
6 745 160 000.00,2.9800%,4 462 000 000.00,1.9700%,32 000 000.00,0.0100%,22 000 000.00,0.0100%,2 229 160 000.00,0.9900%
6 900 160 000.00,2.9600%,4 577 000 000.00,1.9600%,26 000 000.00,0.0100%,27 000 000.00,0.0100%,2 270 160 000.00,0.9700%
6 772 290 000.00,2.8200%,4 619 000 000.00,1.9300%,21 000 000.00,0.0100%,17 130 000.00,0.0100%,2 115 160 000.00,0.8800%
6 523 010 000.00,2.7400%,4 528 000 000.00,1.9000%,23 000 000.00,0.0100%,17 310 000.00,0.0100%,1 954 700 000.00,0.8200%
6 325 450 000.00,2.5200%,4 564 430 000.00,1.8200%,21 000 000.00,0.0100%,17 350 000.00,0.0100%,1 722 670 000.00,0.6900%
29 139 580 000.00,2.3900%,22 197 300 000.00,1.8200%,3 442 000 000.00,0.2800%,166 280 000.00,0.0100%,3 334 000 000.00,0.2700%
30 590 100 000.00,2.4400%,23 019 100 000.00,1.8400%,3 815 000 000.00,0.3100%,132 000 000.00,0.0100%,3 624 000 000.00,0.2900%
31 270 500 000.00,2.4200%,23 575 500 000.00,1.8200%,3 879 000 000.00,0.3000%,268 000 000.00,0.0200%,3 548 000 000.00,0.2700%
33 032 200 000.00,2.4400%,24 718 200 000.00,1.8300%,4 196 000 000.00,0.3100%,380 000 000.00,0.0300%,3 738 000 000.00,0.2800%
33 677 200 000.00,2.4000%,25 089 600 000.00,1.7900%,4 518 600 000.00,0.3200%,442 000 000.00,0.0300%,3 627 000 000.00,0.2600%
33 943 800 000.00,2.3000%,24 783 800 000.00,1.6800%,4 787 000 000.00,0.3200%,418 000 000.00,0.0300%,3 955 000 000.00,0.2700%
32 735 100 000.00,2.1300%,23 726 100 000.00,1.5400%,5 260 000 000.00,0.3400%,423 000 000.00,0.0300%,3 326 000 000.00,0.2200%
35 420 700 000.00,2.2300%,25 870 700 000.00,1.6300%,5 843 000 000.00,0.3700%,300 000 000.00,0.0200%,3 407 000 000.00,0.2200%
35 456 800 000.00,2.1700%,26 028 800 000.00,1.6000%,5 883 000 000.00,0.3600%,217 000 000.00,0.0100%,3 328 000 000.00,0.2000%
38 974 000 000.00,2.2900%,27 303 000 000.00,1.6000%,6 310 000 000.00,0.3700%,112 000 000.00,0.0100%,5 249 000 000.00,0.3100%
39 315 300 000.00,2.2300%,27 025 300 000.00,1.5300%,6 547 000 000.00,0.3700%,107 000 000.00,0.0100%,5 636 000 000.00,0.3200%
40 169 000 000.00,2.1700%,27 425 000 000.00,1.4800%,6 630 000 000.00,0.3600%,41 000 000.00,0.0000%,6 073 000 000.00,0.3300%
40 351 000 000.00,2.0800%,27 064 000 000.00,1.3900%,7 076 000 000.00,0.3600%,28 000 000.00,0.0000%,6 183 000 000.00,0.3200%
41 119 000 000.00,2.0600%,26 720 000 000.00,1.3400%,7 448 000 000.00,0.3700%,28 000 000.00,0.0000%,6 923 000 000.00,0.3500%
40 623 000 000.00,2.1000%,26 457 000 000.00,1.3700%,7 505 000 000.00,0.3900%,29 000 000.00,0.0000%,6 632 000 000.00,0.3400%
42 326 000 000.00,2.1200%,28 038 000 000.00,1.4100%,7 635 000 000.00,0.3800%,36 000 000.00,0.0000%,6 617 000 000.00,0.3300%
44 286 000 000.00,2.1500%,29 192 000 000.00,1.4200%,8 136 000 000.00,0.4000%,31 000 000.00,0.0000%,6 927 000 000.00,0.3400%
45 253 000 000.00,2.1700%,29 610 000 000.00,1.4200%,8 524 000 000.00,0.4100%,24 000 000.00,0.0000%,7 095 000 000.00,0.3400%
47 620 200 000.00,2.2500%,31 601 200 000.00,1.4900%,8 948 000 000.00,0.4200%,23 000 000.00,0.0000%,7 048 000 000.00,0.3300%
47 482 000 000.00,2.2100%,31 972 000 000.00,1.4900%,nan,nan%,21 000 000.00,0.0000%,7 186 000 000.00,0.3300%
51 114 000 000.00,2.3300%,35 919 000 000.00,1.6300%,nan,nan%,18 000 000.00,0.0000%,6 342 000 000.00,0.2900%
53 056 000 000.00,2.3800%,37 668 000 000.00,1.6900%,nan,nan%,16 000 000.00,0.0000%,6 337 000 000.00,0.2800%
55 562 000 000.00,2.4200%,39 947 000 000.00,1.7400%,nan,nan%,17 000 000.00,0.0000%,6 431 000 000.00,0.2800%
58 269 000 000.00,2.4700%,42 144 000 000.00,1.7800%,nan,nan%,18 000 000.00,0.0000%,6 825 000 000.00,0.2900%
57 964 000 000.00,2.3800%,41 893 000 000.00,1.7200%,nan,nan%,19 000 000.00,0.0000%,6 788 000 000.00,0.2800%
52 742 000 000.00,2.2800%,36 982 000 000.00,1.6000%,nan,nan%,18 000 000.00,0.0000%,6 441 000 000.00,0.2800%
56 916 000 000.00,2.2800%,40 300 000 000.00,1.6100%,nan,nan%,18 000 000.00,0.0000%,6 832 000 000.00,0.2700%
314 900 000.00,0.9280%,197 700 000.00,0.5826%,0.00,0.0000%,0.00,0.0000%,117 200 000.00,0.3454%
339 400 000.00,0.9471%,228 800 000.00,0.6385%,0.00,0.0000%,0.00,0.0000%,110 600 000.00,0.3086%
607 500 000.00,1.4904%,498 700 000.00,1.2235%,0.00,0.0000%,0.00,0.0000%,108 800 000.00,0.2669%
658 900 000.00,1.4774%,535 600 000.00,1.2009%,0.00,0.0000%,0.00,0.0000%,123 300 000.00,0.2765%
647 700 000.00,1.3151%,530 100 000.00,1.0763%,0.00,0.0000%,0.00,0.0000%,117 600 000.00,0.2388%
618 000 000.00,1.2544%,478 100 000.00,0.9704%,0.00,0.0000%,0.00,0.0000%,139 900 000.00,0.2840%
44 280 590 000.00,2.3400%,36 706 900 000.00,1.9400%,500 170 000.00,0.0300%,23 520 000.00,0.0000%,7 050 000 000.00,0.3700%
42 843 700 000.00,2.2300%,35 400 180 000.00,1.8400%,398 460 000.00,0.0200%,25 050 000.00,0.0000%,7 020 000 000.00,0.3700%
41 983 120 000.00,2.1400%,34 261 360 000.00,1.7500%,336 200 000.00,0.0200%,25 570 000.00,0.0000%,7 360 000 000.00,0.3800%
42 742 930 000.00,2.1200%,34 599 410 000.00,1.7200%,367 950 000.00,0.0200%,25 570 000.00,0.0000%,7 750 000 000.00,0.3900%
46 264 570 000.00,2.2500%,38 833 860 000.00,1.8900%,365 140 000.00,0.0200%,25 570 000.00,0.0000%,7 040 000 000.00,0.3400%
49 139 530 000.00,2.3300%,41 722 000 000.00,1.9800%,381 530 000.00,0.0200%,26 000 000.00,0.0000%,7 010 000 000.00,0.3300%
54 355 900 000.00,2.5000%,45 573 000 000.00,2.1000%,378 900 000.00,0.0200%,24 000 000.00,0.0000%,8 380 000 000.00,0.3900%
54 936 130 000.00,2.5000%,46 897 000 000.00,2.1300%,414 130 000.00,0.0200%,25 000 000.00,0.0000%,7 600 000 000.00,0.3500%
58 240 760 000.00,2.6300%,50 474 000 000.00,2.2800%,401 760 000.00,0.0200%,25 000 000.00,0.0000%,7 340 000 000.00,0.3300%
56 795 710 000.00,2.5100%,48 702 000 000.00,2.1500%,329 710 000.00,0.0200%,24 000 000.00,0.0000%,7 740 000 000.00,0.3400%
55 938 480 000.00,2.4400%,46 895 000 000.00,2.0500%,339 480 000.00,0.0200%,24 000 000.00,0.0000%,8 680 000 000.00,0.3800%
56 452 140 000.00,2.3700%,47 200 000 000.00,1.9800%,289 140 000.00,0.0100%,23 000 000.00,0.0000%,8 940 000 000.00,0.3800%
54 829 330 000.00,2.1900%,45 627 000 000.00,1.8300%,269 330 000.00,0.0100%,23 000 000.00,0.0000%,8 910 000 000.00,0.3600%
55 174 040 000.00,2.1700%,46 057 000 000.00,1.8100%,254 040 000.00,0.0100%,23 000 000.00,0.0000%,8 840 000 000.00,0.3500%
55 551 160 000.00,2.2700%,47 099 000 000.00,1.9300%,230 160 000.00,0.0100%,22 000 000.00,0.0000%,8 200 000 000.00,0.3400%
55 300 000 000.00,2.1600%,46 499 000 000.00,1.8100%,295 000 000.00,0.0100%,19 000 000.00,0.0000%,8 487 000 000.00,0.3300%
58 663 000 000.00,2.1800%,49 266 000 000.00,1.8300%,nan,nan%,16 000 000.00,0.0000%,9 381 000 000.00,0.3500%
58 198 000 000.00,2.1200%,48 788 000 000.00,1.7800%,nan,nan%,13 000 000.00,0.0000%,9 397 000 000.00,0.3400%
57 946 000 000.00,2.0600%,48 491 000 000.00,1.7300%,nan,nan%,10 000 000.00,0.0000%,9 445 000 000.00,0.3400%
58 292 000 000.00,1.9900%,48 792 000 000.00,1.6700%,nan,nan%,10 000 000.00,0.0000%,9 490 000 000.00,0.3200%
58 073 000 000.00,1.9200%,48 230 000 000.00,1.5900%,nan,nan%,10 000 000.00,0.0000%,9 833 000 000.00,0.3300%
58 441 000 000.00,1.8600%,48 405 000 000.00,1.5400%,nan,nan%,9 000 000.00,0.0000%,10 027 000 000.00,0.3200%
52 975 000 000.00,1.6200%,42 901 000 000.00,1.3100%,nan,nan%,9 000 000.00,0.0000%,10 065 000 000.00,0.3100%
59 732 000 000.00,1.7800%,49 474 000 000.00,1.4700%,nan,nan%,9 000 000.00,0.0000%,10 249 000 000.00,0.3100%
61 119 000 000.00,1.7600%,50 573 000 000.00,1.4600%,nan,nan%,8 000 000.00,0.0000%,10 538 000 000.00,0.3000%
57 529 000 000.00,1.6900%,47 643 000 000.00,1.4000%,nan,nan%,8 000 000.00,0.0000%,9 878 000 000.00,0.2900%
57 582 000 000.00,1.6000%,47 487 000 000.00,1.3200%,nan,nan%,8 000 000.00,0.0000%,10 087 000 000.00,0.2800%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
53 180 000.00,1.9600%,53 180 000.00,1.9600%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
